Year,Entidad federativa,"Usuarios",GeoCode,Value
2020/3,"Tabasco","Mujeres",27,3650.47
2020/2,"Tabasco","Mujeres",27,
2020/1,"Tabasco","Mujeres",27,
2020/4,"Tamaulipas","Hombres",28,
2020/3,"Tamaulipas","Hombres",28,5000.7
2020/2,"Tamaulipas","Hombres",28,
2020/1,"Tamaulipas","Hombres",28,
2020/4,"Tamaulipas","Mujeres",28,
2020/3,"Tamaulipas","Mujeres",28,4099.13
2020/2,"Tamaulipas","Mujeres",28,
2020/1,"Tamaulipas","Mujeres",28,
2020/4,"Tlaxcala","Hombres",29,
2020/3,"Tlaxcala","Hombres",29,3480.75
2020/2,"Tlaxcala","Hombres",29,
2020/1,"Tlaxcala","Hombres",29,
2020/4,"Tlaxcala","Mujeres",29,
2020/3,"Tlaxcala","Mujeres",29,2714.09
2020/2,"Tlaxcala","Mujeres",29,
2020/1,"Tlaxcala","Mujeres",29,
2020/4,"Veracruz de Ignacio de la Llave","Hombres",30,
2020/3,"Veracruz de Ignacio de la Llave","Hombres",30,3615.1699999999996
2020/2,"Veracruz de Ignacio de la Llave","Hombres",30,
2020/1,"Veracruz de Ignacio de la Llave","Hombres",30,
2020/4,"Veracruz de Ignacio de la Llave","Mujeres",30,
2020/3,"Veracruz de Ignacio de la Llave","Mujeres",30,3465.1400000000003
2020/2,"Veracruz de Ignacio de la Llave","Mujeres",30,
2020/1,"Veracruz de Ignacio de la Llave","Mujeres",30,
2020/4,"Yucatán","Hombres",31,
2020/3,"Yucatán","Hombres",31,4558.56
2020/2,"Yucatán","Hombres",31,
2020/1,"Yucatán","Hombres",31,
2020/4,"Yucatán","Mujeres",31,
2020/3,"Yucatán","Mujeres",31,3297.7
2020/2,"Yucatán","Mujeres",31,
2020/1,"Yucatán","Mujeres",31,
2020/4,"Zacatecas","Hombres",32,
2020/3,"Zacatecas","Hombres",32,3799.21
2020/2,"Zacatecas","Hombres",32,
2020/1,"Zacatecas","Hombres",32,
2020/4,"Zacatecas","Mujeres",32,
2020/3,"Zacatecas","Mujeres",32,3271.13
2020/2,"Zacatecas","Mujeres",32,
2020/1,"Zacatecas","Mujeres",32,
2020/4,"Estados Unidos Mexicanos","Hombres",00,4633.59
2020/3,"Estados Unidos Mexicanos","Hombres",00,
2020/2,"Estados Unidos Mexicanos","Hombres",00,
2020/1,"Estados Unidos Mexicanos","Hombres",00,
2020/4,"Estados Unidos Mexicanos","Mujeres",00,3777.0700000000006
2020/3,"Estados Unidos Mexicanos","Mujeres",00,
2020/2,"Estados Unidos Mexicanos","Mujeres",00,
2020/1,"Estados Unidos Mexicanos","Mujeres",00,
2020/4,"Aguascalientes","Hombres",01,5455.49
2020/3,"Aguascalientes","Hombres",01,
2020/2,"Aguascalientes","Hombres",01,
2020/1,"Aguascalientes","Hombres",01,
2020/4,"Aguascalientes","Mujeres",01,4235.4
2020/3,"Aguascalientes","Mujeres",01,
2020/2,"Aguascalientes","Mujeres",01,
2020/1,"Aguascalientes","Mujeres",01,
2020/4,"Baja California","Hombres",02,6293.88
2020/3,"Baja California","Hombres",02,
2020/2,"Baja California","Hombres",02,
2020/1,"Baja California","Hombres",02,
2020/4,"Baja California","Mujeres",02,4942.7
2020/3,"Baja California","Mujeres",02,
2020/2,"Baja California","Mujeres",02,
2020/1,"Baja California","Mujeres",02,
2020/4,"Baja California Sur","Hombres",03,6854.88
2020/3,"Baja California Sur","Hombres",03,
2020/2,"Baja California Sur","Hombres",03,
2020/1,"Baja California Sur","Hombres",03,
2020/4,"Baja California Sur","Mujeres",03,5036.35
2020/3,"Baja California Sur","Mujeres",03,
2020/2,"Baja California Sur","Mujeres",03,
2020/1,"Baja California Sur","Mujeres",03,
2020/4,"Campeche","Hombres",04,4409.42
2020/3,"Campeche","Hombres",04,
2020/2,"Campeche","Hombres",04,
2020/1,"Campeche","Hombres",04,
2020/4,"Campeche","Mujeres",04,3444.91
2020/3,"Campeche","Mujeres",04,
2020/2,"Campeche","Mujeres",04,
2020/1,"Campeche","Mujeres",04,
2020/4,"Coahuila de Zaragoza","Hombres",05,5722.87
2020/3,"Coahuila de Zaragoza","Hombres",05,
2020/2,"Coahuila de Zaragoza","Hombres",05,
2020/1,"Coahuila de Zaragoza","Hombres",05,
2020/4,"Coahuila de Zaragoza","Mujeres",05,4481.69
2020/3,"Coahuila de Zaragoza","Mujeres",05,
2020/2,"Coahuila de Zaragoza","Mujeres",05,
2020/1,"Coahuila de Zaragoza","Mujeres",05,
2020/4,"Colima","Hombres",06,5564.53
2020/3,"Colima","Hombres",06,
2020/2,"Colima","Hombres",06,
2020/1,"Colima","Hombres",06,
2020/4,"Colima","Mujeres",06,3995.1099999999997
2020/3,"Colima","Mujeres",06,
2020/2,"Colima","Mujeres",06,
2020/1,"Colima","Mujeres",06,
2020/4,"Chiapas","Hombres",07,2668.89
2020/3,"Chiapas","Hombres",07,
2020/2,"Chiapas","Hombres",07,
2020/1,"Chiapas","Hombres",07,
2020/4,"Chiapas","Mujeres",07,2732.49
2020/3,"Chiapas","Mujeres",07,
2020/2,"Chiapas","Mujeres",07,
2020/1,"Chiapas","Mujeres",07,
2020/4,"Chihuahua","Hombres",08,6029.44
2020/3,"Chihuahua","Hombres",08,
2020/2,"Chihuahua","Hombres",08,
2020/1,"Chihuahua","Hombres",08,
2020/4,"Chihuahua","Mujeres",08,4687.34
2020/3,"Chihuahua","Mujeres",08,
2020/2,"Chihuahua","Mujeres",08,
2020/1,"Chihuahua","Mujeres",08,
2020/4,"Ciudad de México","Hombres",09,5445.24
2020/3,"Ciudad de México","Hombres",09,
2020/2,"Ciudad de México","Hombres",09,
2020/1,"Ciudad de México","Hombres",09,
2020/4,"Ciudad de México","Mujeres",09,4748.51
2020/3,"Ciudad de México","Mujeres",09,
2020/2,"Ciudad de México","Mujeres",09,
2020/1,"Ciudad de México","Mujeres",09,
2020/4,"Durango","Hombres",10,4495.33
2020/3,"Durango","Hombres",10,
2020/2,"Durango","Hombres",10,
2020/1,"Durango","Hombres",10,
2020/4,"Durango","Mujeres",10,3740.22
2020/3,"Durango","Mujeres",10,
2020/2,"Durango","Mujeres",10,
2020/1,"Durango","Mujeres",10,
2020/4,"Guanajuato","Hombres",11,4591.46
2020/3,"Guanajuato","Hombres",11,
2020/2,"Guanajuato","Hombres",11,
2020/1,"Guanajuato","Hombres",11,
2020/4,"Guanajuato","Mujeres",11,3548.7399999999993
2020/3,"Guanajuato","Mujeres",11,
2020/2,"Guanajuato","Mujeres",11,
2020/1,"Guanajuato","Mujeres",11,
2020/4,"Guerrero","Hombres",12,2531.83
2020/3,"Guerrero","Hombres",12,
2020/2,"Guerrero","Hombres",12,
2020/1,"Guerrero","Hombres",12,
2020/4,"Guerrero","Mujeres",12,3022.27
2020/3,"Guerrero","Mujeres",12,
2020/2,"Guerrero","Mujeres",12,
2020/1,"Guerrero","Mujeres",12,
2020/4,"Hidalgo","Hombres",13,3710.3300000000004
2020/3,"Hidalgo","Hombres",13,
2020/2,"Hidalgo","Hombres",13,
2020/1,"Hidalgo","Hombres",13,
2020/4,"Hidalgo","Mujeres",13,2867.75
2020/3,"Hidalgo","Mujeres",13,
2020/2,"Hidalgo","Mujeres",13,
2020/1,"Hidalgo","Mujeres",13,
2020/4,"Jalisco","Hombres",14,5640.84
2020/3,"Jalisco","Hombres",14,
2020/2,"Jalisco","Hombres",14,
2020/1,"Jalisco","Hombres",14,
2020/4,"Jalisco","Mujeres",14,4466.13
2020/3,"Jalisco","Mujeres",14,
2020/2,"Jalisco","Mujeres",14,
2020/1,"Jalisco","Mujeres",14,
2020/4,"México","Hombres",15,4482.69
2020/3,"México","Hombres",15,
2020/2,"México","Hombres",15,
2020/1,"México","Hombres",15,
2020/4,"México","Mujeres",15,3797.0700000000006
2020/3,"México","Mujeres",15,
2020/2,"México","Mujeres",15,
2020/1,"México","Mujeres",15,
2020/4,"Michoacán de Ocampo","Hombres",16,4718.7
2020/3,"Michoacán de Ocampo","Hombres",16,
2020/2,"Michoacán de Ocampo","Hombres",16,
2020/1,"Michoacán de Ocampo","Hombres",16,
2020/4,"Michoacán de Ocampo","Mujeres",16,3314.4800000000005
2020/3,"Michoacán de Ocampo","Mujeres",16,
2020/2,"Michoacán de Ocampo","Mujeres",16,
2020/1,"Michoacán de Ocampo","Mujeres",16,
2020/4,"Morelos","Hombres",17,3772.37
2020/3,"Morelos","Hombres",17,
2020/2,"Morelos","Hombres",17,
2020/1,"Morelos","Hombres",17,
2020/4,"Morelos","Mujeres",17,2737.39
2020/3,"Morelos","Mujeres",17,
2020/2,"Morelos","Mujeres",17,
2020/1,"Morelos","Mujeres",17,
2020/4,"Nayarit","Hombres",18,4920.69
2020/3,"Nayarit","Hombres",18,
2020/2,"Nayarit","Hombres",18,
2020/1,"Nayarit","Hombres",18,
2020/4,"Nayarit","Mujeres",18,3571.53
2020/3,"Nayarit","Mujeres",18,
2020/2,"Nayarit","Mujeres",18,
2020/1,"Nayarit","Mujeres",18,
2020/4,"Nuevo León","Hombres",19,7041.770000000001
2020/3,"Nuevo León","Hombres",19,
2020/2,"Nuevo León","Hombres",19,
2020/1,"Nuevo León","Hombres",19,
2020/4,"Nuevo León","Mujeres",19,5426.3
2020/3,"Nuevo León","Mujeres",19,
2020/2,"Nuevo León","Mujeres",19,
2020/1,"Nuevo León","Mujeres",19,
2020/4,"Oaxaca","Hombres",20,2678.54
2020/3,"Oaxaca","Hombres",20,
2020/2,"Oaxaca","Hombres",20,
2020/1,"Oaxaca","Hombres",20,
2020/4,"Oaxaca","Mujeres",20,2199.87
2020/3,"Oaxaca","Mujeres",20,
2020/2,"Oaxaca","Mujeres",20,
2020/1,"Oaxaca","Mujeres",20,
2020/4,"Puebla","Hombres",21,3676.12
2020/3,"Puebla","Hombres",21,
2020/2,"Puebla","Hombres",21,
2020/1,"Puebla","Hombres",21,
2020/4,"Puebla","Mujeres",21,2635.27
2020/3,"Puebla","Mujeres",21,
2020/2,"Puebla","Mujeres",21,
2020/1,"Puebla","Mujeres",21,
2020/4,"Querétaro","Hombres",22,5616.82
2020/3,"Querétaro","Hombres",22,
2020/2,"Querétaro","Hombres",22,
2020/1,"Querétaro","Hombres",22,
2020/4,"Querétaro","Mujeres",22,4309.77
2020/3,"Querétaro","Mujeres",22,
2020/2,"Querétaro","Mujeres",22,
2020/1,"Querétaro","Mujeres",22,
2020/4,"Quintana Roo","Hombres",23,4868.58
2020/3,"Quintana Roo","Hombres",23,
2020/2,"Quintana Roo","Hombres",23,
2020/1,"Quintana Roo","Hombres",23,
2020/4,"Quintana Roo","Mujeres",23,4027.53
2020/3,"Quintana Roo","Mujeres",23,
2020/2,"Quintana Roo","Mujeres",23,
2020/1,"Quintana Roo","Mujeres",23,
2020/4,"San Luis Potosí","Hombres",24,4027.45
2020/3,"San Luis Potosí","Hombres",24,
2020/2,"San Luis Potosí","Hombres",24,
2020/1,"San Luis Potosí","Hombres",24,
2020/4,"San Luis Potosí","Mujeres",24,3284.56
2020/3,"San Luis Potosí","Mujeres",24,
2020/2,"San Luis Potosí","Mujeres",24,
2020/1,"San Luis Potosí","Mujeres",24,
2020/4,"Sinaloa","Hombres",25,5318.55
2020/3,"Sinaloa","Hombres",25,
2020/2,"Sinaloa","Hombres",25,
2020/1,"Sinaloa","Hombres",25,
2020/4,"Sinaloa","Mujeres",25,4545.78
2020/3,"Sinaloa","Mujeres",25,
2020/2,"Sinaloa","Mujeres",25,
2020/1,"Sinaloa","Mujeres",25,
2020/4,"Sonora","Hombres",26,5529.62
2020/3,"Sonora","Hombres",26,
2020/2,"Sonora","Hombres",26,
2020/1,"Sonora","Hombres",26,
2020/4,"Sonora","Mujeres",26,4375.86
2020/3,"Sonora","Mujeres",26,
2020/2,"Sonora","Mujeres",26,
2020/1,"Sonora","Mujeres",26,
2020/4,"Tabasco","Hombres",27,4047.1699999999996
2020/3,"Tabasco","Hombres",27,
2020/2,"Tabasco","Hombres",27,
2020/1,"Tabasco","Hombres",27,
2020/4,"Tabasco","Mujeres",27,3367.65
2020/3,"Tabasco","Mujeres",27,
2020/2,"Tabasco","Mujeres",27,
2020/1,"Tabasco","Mujeres",27,
2020/4,"Tamaulipas","Hombres",28,4920.49
2020/3,"Tamaulipas","Hombres",28,
2020/2,"Tamaulipas","Hombres",28,
2020/1,"Tamaulipas","Hombres",28,
2020/4,"Tamaulipas","Mujeres",28,3848.5
2020/3,"Tamaulipas","Mujeres",28,
2020/2,"Tamaulipas","Mujeres",28,
2020/1,"Tamaulipas","Mujeres",28,
2020/4,"Tlaxcala","Hombres",29,3493.04
2020/3,"Tlaxcala","Hombres",29,
2020/2,"Tlaxcala","Hombres",29,
2020/1,"Tlaxcala","Hombres",29,
2020/4,"Tlaxcala","Mujeres",29,2515.05
2020/3,"Tlaxcala","Mujeres",29,
2020/2,"Tlaxcala","Mujeres",29,
2020/1,"Tlaxcala","Mujeres",29,
2020/4,"Veracruz de Ignacio de la Llave","Hombres",30,3664.3300000000004
2020/3,"Veracruz de Ignacio de la Llave","Hombres",30,
2020/2,"Veracruz de Ignacio de la Llave","Hombres",30,
2020/1,"Veracruz de Ignacio de la Llave","Hombres",30,
2020/4,"Veracruz de Ignacio de la Llave","Mujeres",30,3034.05
2020/3,"Veracruz de Ignacio de la Llave","Mujeres",30,
2020/2,"Veracruz de Ignacio de la Llave","Mujeres",30,
2020/1,"Veracruz de Ignacio de la Llave","Mujeres",30,
2020/4,"Yucatán","Hombres",31,4556.34
2020/3,"Yucatán","Hombres",31,
2020/2,"Yucatán","Hombres",31,
2020/1,"Yucatán","Hombres",31,
2020/4,"Yucatán","Mujeres",31,3084.48
2020/3,"Yucatán","Mujeres",31,
2020/2,"Yucatán","Mujeres",31,
2020/1,"Yucatán","Mujeres",31,
2020/4,"Zacatecas","Hombres",32,3783.9899999999993
2020/3,"Zacatecas","Hombres",32,
2020/2,"Zacatecas","Hombres",32,
2020/1,"Zacatecas","Hombres",32,
2020/4,"Zacatecas","Mujeres",32,3366.37
2020/3,"Zacatecas","Mujeres",32,
2020/2,"Zacatecas","Mujeres",32,
2020/1,"Zacatecas","Mujeres",32,
